Year,Title,Title Name,Average_Depth,Max_Depth,Average_Breadth,Max_Breadth,Num_Leaf_Nodes,Average_Branching_Factor,Variance_Branching_Factor,Number_of_Nodes,Group
1995,26,Internal Revenue Code,7.301203618330883,11,3344.083333333333,10163,26924,3.0388489208633094,5.70943358603494,40129,Economy
1996,26,Internal Revenue Code,7.309392922586325,11,3501.75,10672,28192,3.0385421939402706,5.731611614044413,42021,Economy
1997,26,Internal Revenue Code,7.336524814706346,11,3699.0833333333335,11448,29770,3.0363225938846705,5.76822714978118,44389,Economy
1998,26,Internal Revenue Code,7.342651633828299,11,3776.9166666666665,11728,30399,3.036853390511927,5.778191546182137,45323,Economy
1999,26,Internal Revenue Code,7.344682159645038,11,3793.8333333333335,11834,30543,3.038443569378629,5.7954919911915255,45526,Economy
2000,26,Internal Revenue Code,7.346154683384488,11,3828.25,11958,30822,3.038830455778263,5.802090793306364,45939,Economy
2001,26,Internal Revenue Code,7.3491130583458,11,3899.1666666666665,12205,31382,3.0366692627206646,5.800641346480647,46790,Economy
2002,26,Internal Revenue Code,7.354099124870213,11,3932.75,12314,31665,3.039155074703761,5.826648229944776,47193,Economy
2003,26,Internal Revenue Code,7.350748471431583,11,3952.5,12389,31833,3.0409053023017245,5.867147683343704,47430,Economy
2004,26,Internal Revenue Code,7.350748471431583,11,3952.5,12389,31833,3.0409053023017245,5.867147683343704,47430,Economy
2005,26,Internal Revenue Code,7.391669325251236,11,4179.333333333333,13297,33678,3.0442515478936505,6.089883490442315,50152,Economy
2006,26,Internal Revenue Code,7.423378311226635,11,4360.166666666667,13832,35146,3.046169073125291,6.229179548498844,52322,Economy
2007,26,Internal Revenue Code,7.41407867494824,11,4347.0,13789,35030,3.0444146142173456,6.217999327569175,52164,Economy
2008,26,Internal Revenue Code,7.432032678031858,11,4467.833333333333,14275,36018,3.0468856558308706,6.303155224706495,53614,Economy
2009,26,Internal Revenue Code,7.434930305547863,11,4513.75,14449,36396,3.0482300635939,6.326504971324547,54165,Economy
2010,26,Internal Revenue Code,7.432724132968772,11,4632.666666666667,14710,37364,3.0497586131226684,6.324438717244384,55592,Economy
2011,26,Internal Revenue Code,7.432743808188648,11,4636.5,14725,37404,3.0512778326203795,6.327797259321763,55638,Economy
2012,26,Internal Revenue Code,7.432112726619996,11,4642.5,14739,37461,3.0527152172721794,6.3303900466347525,55710,Economy
2013,26,Internal Revenue Code,7.432258759333716,11,4642.666666666667,14741,37463,3.052824812318484,6.329611314642927,55712,Economy
2014,26,Internal Revenue Code,7.435628012782321,11,4615.75,14618,37270,3.0569015950107623,6.375756634227888,55389,Economy
2015,26,Internal Revenue Code,7.433675748101831,11,4664.583333333333,14727,37672,3.05818718242911,6.382507274802863,55975,Economy
2016,26,Internal Revenue Code,7.434143211108933,11,4674.916666666667,14771,37757,3.0584450986806235,6.38149312257058,56099,Economy
2017,26,Internal Revenue Code,7.442409128422261,11,4644.833333333333,14695,37495,3.0552540700542674,6.454656794242205,55738,Economy
2018,26,Internal Revenue Code,7.437046984804445,11,4529.833333333333,14250,36584,3.058231124113874,6.464539821456528,54358,Economy
2019,26,Internal Revenue Code,7.4423884850034705,11,4562.166666666667,14337,36861,3.060944925915572,6.515491754586359,54746,Economy
2020,26,Internal Revenue Code,7.436029544226265,11,4625.833333333333,14510,37390,3.06341059602649,6.574731855691392,55510,Economy
2021,26,Internal Revenue Code,7.43125989434177,11,4684.916666666667,14618,37854,3.061148924584808,6.583083569706901,56219,Economy
2022,26,Internal Revenue Code,7.460843890548288,11,4854.5,15143,39227,3.061596678404373,6.69773525478901,58254,Economy
2023,26,Internal Revenue Code,7.468599610908222,11,4883.166666666667,15204,39476,3.0643761112854304,6.73714846810002,58598,Economy
1994,27,Intoxicating Liquors,4.0272108843537415,6,21.0,59,111,4.055555555555555,7.3302469135802495,147,Society
1995,27,Intoxicating Liquors,4.0272108843537415,6,21.0,59,111,4.055555555555555,7.3302469135802495,147,Society
1996,27,Intoxicating Liquors,4.0272108843537415,6,21.0,59,111,4.055555555555555,7.3302469135802495,147,Society
1997,27,Intoxicating Liquors,4.0272108843537415,6,21.0,59,111,4.055555555555555,7.3302469135802495,147,Society
1998,27,Intoxicating Liquors,4.0272108843537415,6,21.0,59,111,4.055555555555555,7.3302469135802495,147,Society
1999,27,Intoxicating Liquors,4.0272108843537415,6,21.0,59,111,4.055555555555555,7.3302469135802495,147,Society
2000,27,Intoxicating Liquors,4.010695187165775,6,26.714285714285715,76,139,3.875,6.026041666666667,187,Society
2001,27,Intoxicating Liquors,4.010695187165775,6,26.714285714285715,76,139,3.875,6.026041666666667,187,Society
2002,27,Intoxicating Liquors,3.98469387755102,6,28.0,81,146,3.9,5.850000000000005,196,Society
2003,27,Intoxicating Liquors,3.98469387755102,6,28.0,81,146,3.9,5.850000000000003,196,Society
2004,27,Intoxicating Liquors,3.98469387755102,6,28.0,81,146,3.9,5.850000000000003,196,Society
2005,27,Intoxicating Liquors,3.98469387755102,6,28.0,81,146,3.9,5.850000000000003,196,Society
2006,27,Intoxicating Liquors,3.98469387755102,6,28.0,81,146,3.9,5.850000000000003,196,Society
2007,27,Intoxicating Liquors,3.98469387755102,6,28.0,81,146,3.9,5.850000000000003,196,Society
2008,27,Intoxicating Liquors,3.98469387755102,6,28.0,81,146,3.9,5.850000000000003,196,Society
2009,27,Intoxicating Liquors,3.98469387755102,6,28.0,81,146,3.9,5.850000000000003,196,Society
2010,27,Intoxicating Liquors,3.98469387755102,6,28.0,81,146,3.9,5.850000000000003,196,Society
2011,27,Intoxicating Liquors,3.98469387755102,6,28.0,81,146,3.9,5.850000000000003,196,Society
2012,27,Intoxicating Liquors,3.98469387755102,6,28.0,81,146,3.9,5.850000000000003,196,Society
2013,27,Intoxicating Liquors,3.98469387755102,6,28.0,81,146,3.9,5.850000000000003,196,Society
2014,27,Intoxicating Liquors,3.98469387755102,6,28.0,81,146,3.9,5.850000000000003,196,Society
2015,27,Intoxicating Liquors,3.98469387755102,6,28.0,81,146,3.9,5.850000000000003,196,Society
2016,27,Intoxicating Liquors,3.98469387755102,6,28.0,81,146,3.9,5.850000000000003,196,Society
2017,27,Intoxicating Liquors,3.98469387755102,6,28.0,81,146,3.9,5.850000000000005,196,Society
2018,27,Intoxicating Liquors,3.98469387755102,6,28.0,81,146,3.9,5.850000000000005,196,Society
2019,27,Intoxicating Liquors,3.98469387755102,6,28.0,81,146,3.9,5.850000000000005,196,Society
2020,27,Intoxicating Liquors,3.98469387755102,6,28.0,81,146,3.9,5.850000000000005,196,Society
2021,27,Intoxicating Liquors,3.98469387755102,6,28.0,81,146,3.9,5.850000000000005,196,Society
2022,27,Intoxicating Liquors,3.98469387755102,6,28.0,81,146,3.9,5.850000000000005,196,Society
2023,27,Intoxicating Liquors,3.98469387755102,6,28.0,81,146,3.9,5.850000000000005,196,Society
1994,28,Judiciary and Judicial Procedure,4.535160038797284,8,458.22222222222223,1363,3094,4.002912621359223,15.261156565180617,4124,Society
1995,28,Judiciary and Judicial Procedure,4.535160038797284,8,458.22222222222223,1363,3094,4.002912621359223,15.261156565180617,4124,Society
1996,28,Judiciary and Judicial Procedure,4.535160038797284,8,458.22222222222223,1363,3094,4.002912621359223,15.261156565180617,4124,Society
1997,28,Judiciary and Judicial Procedure,4.559917355371901,8,484.0,1422,3253,3.9483227561196736,14.647374793380228,4356,Society
1998,28,Judiciary and Judicial Procedure,4.565464034490583,8,489.6666666666667,1443,3287,3.933928571428571,14.602777423469249,4407,Society
1999,28,Judiciary and Judicial Procedure,4.420359924791835,8,413.6666666666667,1318,2799,4.028138528138528,16.05981428384018,3723,Society
2000,28,Judiciary and Judicial Procedure,4.593201510775383,8,500.1111111111111,1445,3347,3.89948006932409,14.211732831925222,4501,Society
2001,28,Judiciary and Judicial Procedure,4.596141051230871,8,501.0,1445,3352,3.89628349178911,14.17938981764424,4509,Society
2002,28,Judiciary and Judicial Procedure,4.62005500317326,8,525.2222222222222,1496,3499,3.8485342019543975,13.72298645078455,4727,Society
2003,28,Judiciary and Judicial Procedure,4.619551417689378,8,525.1111111111111,1495,3500,3.8539967373572592,13.734800502436537,4726,Society
2004,28,Judiciary and Judicial Procedure,4.619551417689378,8,525.1111111111111,1495,3500,3.8539967373572592,13.734800502436537,4726,Society
2005,28,Judiciary and Judicial Procedure,4.659548992217123,8,556.7777777777778,1542,3700,3.821510297482837,13.156547223196236,5011,Society
2006,28,Judiciary and Judicial Procedure,4.658996230906566,8,560.1111111111111,1557,3721,3.8181818181818175,13.185123966942152,5041,Society
2007,28,Judiciary and Judicial Procedure,4.658960679707568,8,562.3333333333334,1570,3737,3.821752265861027,13.1827292558483,5061,Society
2008,28,Judiciary and Judicial Procedure,4.663860610806578,8,567.5555555555555,1592,3770,3.816890881913304,13.112210961187827,5108,Society
2009,28,Judiciary and Judicial Procedure,4.66295427901524,8,568.6666666666666,1595,3778,3.818656716417911,13.176816106036966,5118,Society
2010,28,Judiciary and Judicial Procedure,4.662332621773724,8,572.5555555555555,1608,3800,3.8078344419807832,13.10128378042479,5153,Society
2011,28,Judiciary and Judicial Procedure,4.665000960984048,8,578.1111111111111,1635,3832,3.794310722100657,12.993432256478968,5203,Society
2012,28,Judiciary and Judicial Procedure,4.665835889570552,8,579.5555555555555,1645,3842,3.7954876273653566,12.983647760763834,5216,Society
2013,28,Judiciary and Judicial Procedure,4.6657718120805365,8,579.4444444444445,1644,3841,3.794759825327511,12.98262173998742,5215,Society
2014,28,Judiciary and Judicial Procedure,4.667622324159021,8,581.3333333333334,1651,3853,3.7933284989122553,12.98919406975372,5232,Society
2015,28,Judiciary and Judicial Procedure,4.667876934836614,8,581.4444444444445,1651,3854,3.794053662073967,12.988768121848162,5233,Society
2016,28,Judiciary and Judicial Procedure,4.67463933181473,8,585.3333333333334,1659,3878,3.789208633093525,12.91743750323484,5268,Society
2017,28,Judiciary and Judicial Procedure,4.675142314990512,8,585.5555555555555,1659,3879,3.787922358015816,12.910450823590974,5270,Society
2018,28,Judiciary and Judicial Procedure,4.676643303655996,8,586.5555555555555,1661,3884,3.7835125448028673,12.88073174805065,5279,Society
2019,28,Judiciary and Judicial Procedure,4.685042333019755,8,590.5555555555555,1670,3911,3.784900284900285,12.831224990056874,5315,Society
2020,28,Judiciary and Judicial Procedure,4.689668104256516,8,592.5555555555555,1670,3922,3.778880226789511,12.781722629878214,5333,Society
2021,28,Judiciary and Judicial Procedure,4.689668104256516,8,592.5555555555555,1670,3922,3.778880226789511,12.781722629878214,5333,Society
2022,28,Judiciary and Judicial Procedure,4.70062753783684,8,602.0,1702,3981,3.769659011830202,12.682503224019598,5418,Society
2023,28,Judiciary and Judicial Procedure,4.70062753783684,8,602.0,1702,3981,3.769659011830202,12.682503224019598,5418,Society
1994,29,Labor,5.327230359520639,9,1201.6,3450,8513,3.4299172138167284,11.933926541818478,12016,Society
1995,29,Labor,5.329067641681902,9,1203.4,3451,8524,3.428205128205128,11.917210168748497,12034,Society
1996,29,Labor,5.332875383869403,9,1237.4,3554,8761,3.4245779130916136,12.042816905982594,12374,Society
1997,29,Labor,5.334641255605381,9,1248.8,3593,8848,3.4304945054945053,12.11714700821134,12488,Society
1998,29,Labor,5.471489665003563,9,1403.0,4064,9890,3.388647342995169,11.54243150365168,14030,Society
1999,29,Labor,5.471103826694221,9,1403.3,4064,9892,3.388553489495291,11.550306069885904,14033,Society
2000,29,Labor,5.338114577032749,9,1157.3,3247,8113,3.344508670520231,11.280735741254915,11573,Society
2001,29,Labor,5.340134297520661,9,1161.6,3259,8143,3.3443708609271523,11.302082479220696,11616,Society
2002,29,Labor,5.35753052917232,9,1179.2,3285,8263,3.341173136865968,11.240359179147784,11792,Society
2003,29,Labor,5.35753052917232,9,1179.2,3285,8263,3.341173136865968,11.240359179147784,11792,Society
2004,29,Labor,5.330055108096651,9,1179.5,3369,8274,3.349616586197103,11.289583067988964,11795,Society
2005,29,Labor,5.329942353340115,9,1179.6,3369,8275,3.349900596421471,11.299892776258572,11796,Society
2006,29,Labor,5.390657680687892,9,1290.9,3644,9043,3.338851526125194,10.962261898803678,12909,Society
2007,29,Labor,5.390902685351914,9,1277.3,3607,8948,3.3390849673202614,10.893387398009324,12773,Society
2008,29,Labor,5.396060254924682,9,1294.5,3674,9067,3.337802991232594,10.887952058144416,12945,Society
2009,29,Labor,5.405521472392638,9,1304.0,3697,9125,3.330523627075351,10.810294361830897,13040,Society
2010,29,Labor,5.403490136570562,9,1318.0,3731,9226,3.3330804248861914,11.008177309161072,13180,Society
2011,29,Labor,5.403490136570562,9,1318.0,3731,9226,3.3330804248861914,11.008177309161072,13180,Society
2012,29,Labor,5.402761013880507,9,1325.6,3761,9280,3.333752515090543,11.052341653036924,13256,Society
2013,29,Labor,5.402970446320868,9,1326.4,3763,9288,3.335764587525151,11.08318769508351,13264,Society
2014,29,Labor,5.598346414235216,9,1669.1,5026,11771,3.3922764227642275,11.99083465529675,16691,Society
2015,29,Labor,5.468913342503439,9,1454.0,4272,10263,3.399345335515548,12.521841984320892,14540,Society
2016,29,Labor,5.468642552606244,9,1454.2,4270,10266,3.400608044901777,12.553965953948714,14542,Society
2017,29,Labor,5.468642552606244,9,1454.2,4270,10266,3.400608044901777,12.553965953948714,14542,Society
2018,29,Labor,5.48533913871692,9,1469.9,4322,10371,3.3960258780036967,12.521536886575344,14699,Society
2019,29,Labor,5.490916458431823,9,1480.7,4361,10449,3.397430013767784,12.487758425001326,14807,Society
2020,29,Labor,5.510508956864774,9,1546.3,4583,10903,3.3907894736842104,12.715266043396152,15463,Society
2021,29,Labor,5.509164576500097,9,1554.9,4610,10964,3.391057797164668,12.738458750204446,15549,Society
2022,29,Labor,5.5213187902825975,9,1613.6,4784,11361,3.3790575916230368,12.703645185164405,16136,Society
2023,29,Labor,5.512891460193687,9,1590.2,4700,11189,3.3738595374496074,12.76368756524681,15902,Society
1994,30,Mineral Lands and Mining,4.235680504466632,8,422.8888888888889,1327,2914,4.265695067264574,16.852051871141743,3806,Economy
1995,30,Mineral Lands and Mining,4.238394964594807,8,423.6666666666667,1327,2919,4.263982102908278,16.85872508245379,3813,Economy
1996,30,Mineral Lands and Mining,4.267192506778407,8,450.77777777777777,1408,3102,4.247120418848168,17.034219456703433,4057,Economy
1997,30,Mineral Lands and Mining,4.267192506778407,8,450.77777777777777,1408,3102,4.247120418848168,17.034219456703433,4057,Economy
1998,30,Mineral Lands and Mining,4.267817509247842,8,450.55555555555554,1407,3101,4.249475890985325,17.040487146693525,4055,Economy
1999,30,Mineral Lands and Mining,4.267817509247842,8,450.55555555555554,1407,3101,4.249475890985325,17.040487146693525,4055,Economy
2000,30,Mineral Lands and Mining,4.266105054509415,8,448.44444444444446,1404,3086,4.247368421052632,17.051440443213025,4036,Economy
2001,30,Mineral Lands and Mining,4.266105054509415,8,448.44444444444446,1404,3086,4.247368421052632,17.051440443213025,4036,Economy
2002,30,Mineral Lands and Mining,4.260717846460619,8,445.77777777777777,1401,3070,4.25796178343949,17.036428117435563,4012,Economy
2003,30,Mineral Lands and Mining,4.260717846460619,8,445.77777777777777,1401,3070,4.25796178343949,17.036428117435563,4012,Economy
2004,30,Mineral Lands and Mining,4.260717846460619,8,445.77777777777777,1401,3070,4.25796178343949,17.036428117435563,4012,Economy
2005,30,Mineral Lands and Mining,4.272446555819477,8,467.77777777777777,1460,3206,4.192231075697211,16.330577094014743,4210,Economy
2006,30,Mineral Lands and Mining,4.351490697153105,8,495.6666666666667,1492,3374,4.1030358785648575,15.595639357498245,4461,Economy
2007,30,Mineral Lands and Mining,4.351490697153105,8,495.6666666666667,1492,3374,4.1030358785648575,15.595639357498245,4461,Economy
2008,30,Mineral Lands and Mining,4.351490697153105,8,495.6666666666667,1492,3374,4.1030358785648575,15.595639357498245,4461,Economy
2009,30,Mineral Lands and Mining,4.350055991041433,8,496.1111111111111,1492,3378,4.106715731370745,15.762300805115997,4465,Economy
2010,30,Mineral Lands and Mining,4.350055991041433,8,496.1111111111111,1492,3378,4.106715731370745,15.762300805115997,4465,Economy
2011,30,Mineral Lands and Mining,4.349899261249161,8,496.3333333333333,1494,3379,4.104779411764706,15.75188892192912,4467,Economy
2012,30,Mineral Lands and Mining,4.349899261249161,8,496.3333333333333,1494,3379,4.104779411764706,15.75188892192912,4467,Economy
2013,30,Mineral Lands and Mining,4.351967799642218,8,496.8888888888889,1494,3382,4.101834862385321,15.73550122043602,4472,Economy
2014,30,Mineral Lands and Mining,4.360827034237439,8,499.77777777777777,1495,3400,4.095628415300546,15.702148466660502,4498,Economy
2015,30,Mineral Lands and Mining,4.360035603026257,8,499.3333333333333,1493,3397,4.095715587967184,15.692752837979407,4494,Economy
2016,30,Mineral Lands and Mining,4.369772073467582,8,502.1111111111111,1494,3415,4.092391304347826,15.592913122243235,4519,Economy
2017,30,Mineral Lands and Mining,4.366917626217892,8,501.77777777777777,1494,3414,4.097096188747732,15.61579919038476,4516,Economy
2018,30,Mineral Lands and Mining,4.366917626217892,8,501.77777777777777,1494,3414,4.097096188747732,15.61579919038476,4516,Economy
2019,30,Mineral Lands and Mining,4.372185430463576,8,503.3333333333333,1493,3430,4.117272727272727,15.947156198346905,4530,Economy
2020,30,Mineral Lands and Mining,4.404015887025595,8,503.55555555555554,1461,3423,4.0856627592425605,15.778955850200376,4532,Economy
2021,30,Mineral Lands and Mining,4.406114483954901,8,512.4444444444445,1494,3477,4.062555066079296,15.581108890139625,4612,Economy
2022,30,Mineral Lands and Mining,4.404849534531284,8,513.2222222222222,1497,3481,4.057996485061511,15.602963296999988,4619,Economy
2023,30,Mineral Lands and Mining,4.404849534531284,8,513.2222222222222,1497,3481,4.057996485061511,15.602963296999988,4619,Economy
1994,31,Money and Finance,5.471277617675312,8,578.3333333333334,1772,3688,3.430454845088992,11.0876156797342,5205,Economy
1995,31,Money and Finance,5.465188042430087,8,576.1111111111111,1770,3676,3.4353876739562623,11.125878262564784,5185,Economy
1996,31,Money and Finance,5.524670160853064,9,553.3,1893,3926,3.4424393279402614,11.195037733562147,5533,Economy
1997,31,Money and Finance,5.529210857451016,9,556.3,1910,3950,3.44823310601364,11.259099481929724,5563,Economy
1998,31,Money and Finance,5.538434476693052,9,568.5,1970,4038,3.451123254401943,10.896062794158782,5685,Economy
1999,31,Money and Finance,5.537677849991217,9,569.3,1972,4044,3.451788963007884,10.920810929387374,5693,Economy
2000,31,Money and Finance,5.545945005221023,9,574.6,1984,4080,3.448379351740696,10.900396533163027,5746,Economy
2001,31,Money and Finance,5.581414748081415,9,599.4,2072,4247,3.430452203777905,10.624098421727972,5994,Economy
2002,31,Money and Finance,5.582847626977519,9,600.5,2083,4256,3.4328187535734704,10.666298572638764,6005,Economy
2003,31,Money and Finance,5.586960119146119,9,604.3,2092,4282,3.431005110732538,10.6779483935004,6043,Economy
2004,31,Money and Finance,5.605216264377126,9,617.3,2136,4379,3.440356744704571,10.614335658686052,6173,Economy
2005,31,Money and Finance,5.6283354510800505,9,629.6,2178,4465,3.4380120152921902,10.617539248353864,6296,Economy
2006,31,Money and Finance,5.642457231726283,9,643.0,2225,4559,3.4361304115446285,10.476813246487897,6430,Economy
2007,31,Money and Finance,5.654155081865925,9,647.4,2231,4591,3.437599575146044,10.464905974551057,6474,Economy
2008,31,Money and Finance,5.664336726941194,9,658.1,2281,4670,3.4432234432234434,10.441438902977364,6581,Economy
2009,31,Money and Finance,5.672252415458937,9,662.4,2290,4699,3.4405194805194803,10.438669860010036,6624,Economy
2010,31,Money and Finance,5.682217422606192,9,694.5,2408,4945,3.472,10.609216000000322,6945,Economy
2011,31,Money and Finance,5.6859882639187065,9,698.7,2425,4972,3.466997518610422,10.563551034733669,6987,Economy
2012,31,Money and Finance,5.6859882639187065,9,698.7,2425,4972,3.466997518610422,10.563551034733669,6987,Economy
2013,31,Money and Finance,5.6859882639187065,9,698.7,2425,4972,3.466997518610422,10.563551034733669,6987,Economy
2014,31,Money and Finance,5.686467236467236,9,702.0,2436,4994,3.464461994076999,10.559694601960942,7020,Economy
2015,31,Money and Finance,5.6824651295189295,9,702.6,2433,4999,3.465712876171682,10.547788379325873,7026,Economy
2016,31,Money and Finance,5.683361629881155,9,706.8,2444,5031,3.4693176239568,10.563246122482768,7068,Economy
2017,31,Money and Finance,5.6836301950805765,9,707.4,2445,5034,3.467156862745098,10.558725249903604,7074,Economy
2018,31,Money and Finance,5.690033783783784,9,710.4,2451,5051,3.459814905017048,10.531872737293194,7104,Economy
2019,31,Money and Finance,5.688133240804997,9,720.5,2469,5124,3.461797212878424,10.44748336300968,7205,Economy
2020,31,Money and Finance,5.812667478684531,9,821.0,2777,5824,3.44048616932104,10.083004625332544,8210,Economy
2021,31,Money and Finance,5.812887537993921,9,822.5,2786,5835,3.4410041841004184,10.074971376551034,8225,Economy
2022,31,Money and Finance,5.819794809897405,9,828.5,2801,5874,3.435918705931149,10.013624819603734,8285,Economy
2023,31,Money and Finance,5.819794809897405,9,828.5,2801,5874,3.435918705931149,10.013624819603734,8285,Economy
1994,32,National Guard,3.235449735449736,5,63.0,159,289,4.235955056179775,15.281403863148585,378,National Defense
1995,32,National Guard,3.235449735449736,5,63.0,159,289,4.235955056179775,15.281403863148585,378,National Defense
1996,32,National Guard,3.238961038961039,5,64.16666666666667,160,295,4.266666666666667,15.195555555555542,385,National Defense
1997,32,National Guard,3.284090909090909,5,73.33333333333333,179,338,4.303921568627451,15.172337562475953,440,National Defense
1998,32,National Guard,3.337028824833703,6,64.42857142857143,181,346,4.285714285714286,14.73741496598639,451,National Defense
1999,32,National Guard,3.3296943231441047,6,65.42857142857143,183,351,4.271028037383178,14.777011092671875,458,National Defense
2000,32,National Guard,3.3559322033898304,6,67.42857142857143,192,361,4.243243243243243,14.59849038227416,472,National Defense
2001,32,National Guard,3.357293868921776,6,67.57142857142857,193,362,4.252252252252252,14.566999431864293,473,National Defense
2002,32,National Guard,3.391304347826087,6,65.71428571428571,190,350,4.172727272727273,12.524710743801643,460,National Defense
2003,32,National Guard,3.399568034557235,6,66.14285714285714,191,351,4.125,12.430803571428571,463,National Defense
2004,32,National Guard,3.362725450901804,6,71.28571428571429,198,377,4.081967213114754,11.862133834990598,499,National Defense
2005,32,National Guard,3.369168356997972,6,70.42857142857143,198,372,4.066115702479339,11.747694829588134,493,National Defense
2006,32,National Guard,3.42156862745098,6,72.85714285714286,200,384,4.03968253968254,11.577790375409387,510,National Defense
2007,32,National Guard,3.42156862745098,6,72.85714285714286,200,384,4.03968253968254,11.577790375409387,510,National Defense
2008,32,National Guard,3.416502946954813,6,72.71428571428571,197,383,4.031746031746032,11.602166792643018,509,National Defense
2009,32,National Guard,3.416502946954813,6,72.71428571428571,197,383,4.031746031746032,11.602166792643018,509,National Defense
2010,32,National Guard,3.416502946954813,6,72.71428571428571,197,383,4.031746031746032,11.602166792643018,509,National Defense
2011,32,National Guard,3.416502946954813,6,72.71428571428571,197,383,4.031746031746032,11.602166792643018,509,National Defense
2012,32,National Guard,3.418786692759296,6,73.0,199,384,4.015748031496063,11.543059086118127,511,National Defense
2013,32,National Guard,3.418786692759296,6,73.0,199,384,4.015748031496063,11.543059086118127,511,National Defense
2014,32,National Guard,3.418786692759296,6,73.0,199,384,4.015748031496063,11.543059086118127,511,National Defense
2015,32,National Guard,3.418786692759296,6,73.0,199,384,4.015748031496063,11.543059086118127,511,National Defense
2016,32,National Guard,3.423597678916828,6,73.85714285714286,204,388,4.0,11.534883720930232,517,National Defense
2017,32,National Guard,3.423597678916828,6,73.85714285714286,204,388,4.0,11.534883720930232,517,National Defense
2018,32,National Guard,3.4247104247104247,6,74.0,205,389,4.007751937984496,11.496063938465245,518,National Defense
2019,32,National Guard,3.423892100192678,6,74.14285714285714,205,390,4.015503875968992,11.472627846884237,519,National Defense
2020,32,National Guard,3.423892100192678,6,74.14285714285714,205,390,4.015503875968992,11.472627846884237,519,National Defense
2021,32,National Guard,3.421153846153846,6,74.28571428571429,205,391,4.023255813953488,11.759149089598012,520,National Defense
2022,32,National Guard,3.4247619047619047,6,75.0,209,395,4.030769230769231,11.706745562130145,525,National Defense
2023,32,National Guard,3.4220532319391634,6,75.14285714285714,209,396,4.038461538461538,11.790828402366843,526,National Defense
1994,33,Navigation and Navigable Waters,4.356744385638678,8,776.7777777777778,2040,5262,4.0427993059572005,32.25265057915636,6991,Economy
1995,33,Navigation and Navigable Waters,4.3581448611508735,8,776.2222222222222,2040,5255,4.03523974581167,32.22463915396295,6986,Economy
1996,33,Navigation and Navigable Waters,4.410403086337634,8,835.2222222222222,2174,5620,3.9620453347390616,31.02438970168757,7517,Economy
1997,33,Navigation and Navigable Waters,4.410324640766365,8,835.1111111111111,2173,5620,3.963607594936709,31.05089078272708,7516,Economy
1998,33,Navigation and Navigable Waters,4.409838239193848,8,838.0,2182,5635,3.9543786051389618,30.889895615441056,7542,Economy
1999,33,Navigation and Navigable Waters,4.419455252918288,8,856.6666666666666,2246,5760,3.953333333333333,30.997309401709668,7710,Economy
2000,33,Navigation and Navigable Waters,4.431135531135531,8,910.0,2433,6099,3.916307986609278,29.963823002227404,8190,Economy
2001,33,Navigation and Navigable Waters,4.434560077991714,8,911.7777777777778,2434,6111,3.916467780429594,29.92571926566955,8206,Economy
2002,33,Navigation and Navigable Waters,4.450451520912548,8,935.1111111111112,2531,6258,3.899443929564411,26.398136854827392,8416,Economy
2003,33,Navigation and Navigable Waters,4.45,8,935.5555555555557,2532,6261,3.899490504863363,26.441495803406248,8420,Economy
2004,33,Navigation and Navigable Waters,4.463363572923936,8,955.3333333333334,2589,6393,3.898866213151928,25.936710732667315,8598,Economy
2005,33,Navigation and Navigable Waters,4.463425979765089,8,955.4444444444443,2590,6394,3.899319727891157,25.93453468462248,8599,Economy
2006,33,Navigation and Navigable Waters,4.450147292091548,8,980.6666666666666,2642,6560,3.894527802294793,25.60626308241212,8826,Economy
2007,33,Navigation and Navigable Waters,4.474472867387349,8,1038.111111111111,2835,6925,3.8635235732009927,25.83745358939526,9343,Economy
2008,33,Navigation and Navigable Waters,4.484100063599746,8,1048.2222222222222,2848,6989,3.858077709611452,25.649796713797063,9434,Economy
2009,33,Navigation and Navigable Waters,4.46138956805216,8,1090.6666666666667,2956,7279,3.868742609381159,25.206657977503216,9816,Economy
2010,33,Navigation and Navigable Waters,4.479345687959416,8,1073.2222222222222,2903,7153,3.853950518754988,25.51099197520612,9659,Economy
2011,33,Navigation and Navigable Waters,4.481236431303628,8,1074.7777777777778,2910,7162,3.851851851851852,25.46909155272373,9673,Economy
2012,33,Navigation and Navigable Waters,4.51502884323449,8,1097.888888888889,2939,7326,3.86692759295499,25.49931717479509,9881,Economy
2013,33,Navigation and Navigable Waters,4.51502884323449,8,1097.888888888889,2939,7326,3.86692759295499,25.49931717479509,9881,Economy
2014,33,Navigation and Navigable Waters,4.581990521327014,8,1289.4444444444443,3513,8528,3.771205719857004,23.68440975845795,11605,Economy
2015,33,Navigation and Navigable Waters,4.584114964288788,8,1291.2222222222222,3518,8539,3.770279039584685,23.658454756659733,11621,Economy
2016,33,Navigation and Navigable Waters,4.6136233073450965,8,1353.888888888889,3739,8922,3.733987128409439,23.578026609703056,12185,Economy
2017,33,Navigation and Navigable Waters,4.611291897168891,8,1365.7777777777778,3779,9002,3.735866261398176,23.44907835293425,12292,Economy
2018,33,Navigation and Navigable Waters,4.676637843732959,8,1426.3333333333333,3922,9379,3.711972238288028,23.85226268054712,12837,Economy
2019,33,Navigation and Navigable Waters,4.676637843732959,8,1426.3333333333333,3922,9379,3.711972238288028,23.85226268054712,12837,Economy
2020,33,Navigation and Navigable Waters,4.712155799686117,8,1557.5555555555557,4374,10202,3.673218029350105,23.08477538852184,14018,Economy
